quota,instcd,brcd,Cat,SubCat,TSeat,stcd1,stcd2,stcd3,stcd4,stcd5,stcd6,stcd7,stcd8,stcd9,stcd10
OS,NAG,CSE,ST,NO,4,TR,,,,,,,,,
OS,NAG,CSE,ST,PH,0,TR,,,,,,,,,
OS,NAG,CSE,BC,NO,12,TR,,,,,,,,,
OS,NAG,CSE,BC,PH,0,TR,,,,,,,,,
HS,NAG,ECE,OP,NO,24,TR,,,,,,,,,
HS,NAG,ECE,OP,PH,0,TR,,,,,,,,,
HS,NAG,ECE,SC,NO,7,TR,,,,,,,,,
HS,NAG,ECE,SC,PH,1,TR,,,,,,,,,
HS,NAG,ECE,ST,NO,13,TR,,,,,,,,,
HS,NAG,ECE,ST,PH,1,TR,,,,,,,,,
HS,NAG,ECE,BC,NO,0,TR,,,,,,,,,
HS,NAG,ECE,BC,PH,0,TR,,,,,,,,,
OS,NAG,ECE,OP,NO,24,TR,,,,,,,,,
OS,NAG,ECE,OP,PH,0,TR,,,,,,,,,
OS,NAG,ECE,SC,NO,7,TR,,,,,,,,,
OS,NAG,ECE,SC,PH,0,TR,,,,,,,,,
OS,NAG,ECE,ST,NO,3,TR,,,,,,,,,
OS,NAG,ECE,ST,PH,0,TR,,,,,,,,,
OS,NAG,ECE,BC,NO,11,TR,,,,,,,,,
OS,NAG,ECE,BC,PH,1,TR,,,,,,,,,
HS,NAG,EIN,OP,NO,15,TR,,,,,,,,,
HS,NAG,EIN,OP,PH,1,TR,,,,,,,,,
HS,NAG,EIN,SC,NO,5,TR,,,,,,,,,
HS,NAG,EIN,SC,PH,0,TR,,,,,,,,,
HS,NAG,EIN,ST,NO,10,TR,,,,,,,,,
HS,NAG,EIN,ST,PH,0,TR,,,,,,,,,
HS,NAG,EIN,BC,NO,0,TR,,,,,,,,,
HS,NAG,EIN,BC,PH,0,TR,,,,,,,,,
OS,NAG,EIN,OP,NO,15,TR,,,,,,,,,
OS,NAG,EIN,OP,PH,0,TR,,,,,,,,,
OS,NAG,EIN,SC,NO,4,TR,,,,,,,,,
OS,NAG,EIN,SC,PH,0,TR,,,,,,,,,
OS,NAG,EIN,ST,NO,2,TR,,,,,,,,,
OS,NAG,EIN,ST,PH,1,TR,,,,,,,,,
OS,NAG,EIN,BC,NO,8,TR,,,,,,,,,
OS,NAG,EIN,BC,PH,0,TR,,,,,,,,,
HS,NAG,ELE,OP,NO,22,TR,,,,,,,,,
HS,NAG,ELE,OP,PH,1,TR,,,,,,,,,
HS,NAG,ELE,SC,NO,7,TR,,,,,,,,,
HS,NAG,ELE,SC,PH,0,TR,,,,,,,,,
HS,NAG,ELE,ST,NO,14,TR,,,,,,,,,
HS,NAG,ELE,ST,PH,0,TR,,,,,,,,,
HS,NAG,ELE,BC,NO,0,TR,,,,,,,,,
HS,NAG,ELE,BC,PH,0,TR,,,,,,,,,
OS,NAG,ELE,OP,NO,20,TR,,,,,,,,,
OS,NAG,ELE,OP,PH,2,TR,,,,,,,,,
OS,NAG,ELE,SC,NO,7,TR,,,,,,,,,
OS,NAG,ELE,SC,PH,0,TR,,,,,,,,,
OS,NAG,ELE,ST,NO,4,TR,,,,,,,,,
OS,NAG,ELE,ST,PH,0,TR,,,,,,,,,
OS,NAG,ELE,BC,NO,13,TR,,,,,,,,,
OS,NAG,ELE,BC,PH,0,TR,,,,,,,,,
HS,NAG,EPD,OP,NO,6,TR,,,,,,,,,
HS,NAG,EPD,OP,PH,0,TR,,,,,,,,,
HS,NAG,EPD,SC,NO,1,TR,,,,,,,,,
HS,NAG,EPD,SC,PH,0,TR,,,,,,,,,
HS,NAG,EPD,ST,NO,3,TR,,,,,,,,,
HS,NAG,EPD,ST,PH,0,TR,,,,,,,,,
HS,NAG,EPD,BC,NO,0,TR,,,,,,,,,
HS,NAG,EPD,BC,PH,0,TR,,,,,,,,,
OS,NAG,EPD,OP,NO,5,TR,,,,,,,,,
OS,NAG,EPD,OP,PH,0,TR,,,,,,,,,
OS,NAG,EPD,SC,NO,1,TR,,,,,,,,,
OS,NAG,EPD,SC,PH,0,TR,,,,,,,,,
OS,NAG,EPD,ST,NO,1,TR,,,,,,,,,
OS,NAG,EPD,ST,PH,0,TR,,,,,,,,,
OS,NAG,EPD,BC,NO,3,TR,,,,,,,,,
OS,NAG,EPD,BC,PH,0,TR,,,,,,,,,
HS,NAG,MAT,OP,NO,5,TR,,,,,,,,,
HS,NAG,MAT,OP,PH,0,TR,,,,,,,,,
HS,NAG,MAT,SC,NO,1,TR,,,,,,,,,
HS,NAG,MAT,SC,PH,0,TR,,,,,,,,,
HS,NAG,MAT,ST,NO,4,TR,,,,,,,,,
HS,NAG,MAT,ST,PH,0,TR,,,,,,,,,
HS,NAG,MAT,BC,NO,0,TR,,,,,,,,,
HS,NAG,MAT,BC,PH,0,TR,,,,,,,,,
OS,NAG,MAT,OP,NO,5,TR,,,,,,,,,
OS,NAG,MAT,OP,PH,0,TR,,,,,,,,,
OS,NAG,MAT,SC,NO,1,TR,,,,,,,,,
OS,NAG,MAT,SC,PH,0,TR,,,,,,,,,
OS,NAG,MAT,ST,NO,1,TR,,,,,,,,,
OS,NAG,MAT,ST,PH,0,TR,,,,,,,,,
OS,NAG,MAT,BC,NO,3,TR,,,,,,,,,
OS,NAG,MAT,BC,PH,0,TR,,,,,,,,,
HS,NAG,MEC,OP,NO,21,TR,,,,,,,,,
HS,NAG,MEC,OP,PH,2,TR,,,,,,,,,
HS,NAG,MEC,SC,NO,8,TR,,,,,,,,,
HS,NAG,MEC,SC,PH,0,TR,,,,,,,,,
HS,NAG,MEC,ST,NO,13,TR,,,,,,,,,
HS,NAG,MEC,ST,PH,0,TR,,,,,,,,,
HS,NAG,MEC,BC,NO,0,TR,,,,,,,,,
HS,NAG,MEC,BC,PH,0,TR,,,,,,,,,
OS,NAG,MEC,OP,NO,23,TR,,,,,,,,,
OS,NAG,MEC,OP,PH,1,TR,,,,,,,,,
OS,NAG,MEC,SC,NO,7,TR,,,,,,,,,
OS,NAG,MEC,SC,PH,0,TR,,,,,,,,,
OS,NAG,MEC,ST,NO,3,TR,,,,,,,,,
OS,NAG,MEC,ST,PH,0,TR,,,,,,,,,
OS,NAG,MEC,BC,NO,12,TR,,,,,,,,,
OS,NAG,MEC,BC,PH,0,TR,,,,,,,,,
HS,NAG,PHY,OP,NO,4,TR,,,,,,,,,
HS,NAG,PHY,OP,PH,1,TR,,,,,,,,,
HS,NAG,PHY,SC,NO,2,TR,,,,,,,,,
HS,NAG,PHY,SC,PH,0,TR,,,,,,,,,
HS,NAG,PHY,ST,NO,3,TR,,,,,,,,,
HS,NAG,PHY,ST,PH,0,TR,,,,,,,,,
HS,NAG,PHY,BC,NO,0,TR,,,,,,,,,
HS,NAG,PHY,BC,PH,0,TR,,,,,,,,,
OS,NAG,PHY,OP,NO,6,TR,,,,,,,,,
OS,NAG,PHY,OP,PH,0,TR,,,,,,,,,
OS,NAG,PHY,SC,NO,1,TR,,,,,,,,,
OS,NAG,PHY,SC,PH,0,TR,,,,,,,,,
OS,NAG,PHY,ST,NO,1,TR,,,,,,,,,
OS,NAG,PHY,ST,PH,0,TR,,,,,,,,,
OS,NAG,PHY,BC,NO,1,TR,,,,,,,,,
OS,NAG,PHY,BC,PH,1,TR,,,,,,,,,
HS,NAG,PRO,OP,NO,22,TR,,,,,,,,,
HS,NAG,PRO,OP,PH,1,TR,,,,,,,,,
HS,NAG,PRO,SC,NO,8,TR,,,,,,,,,
HS,NAG,PRO,SC,PH,0,TR,,,,,,,,,
HS,NAG,PRO,ST,NO,13,TR,,,,,,,,,
HS,NAG,PRO,ST,PH,0,TR,,,,,,,,,
HS,NAG,PRO,BC,NO,0,TR,,,,,,,,,
HS,NAG,PRO,BC,PH,0,TR,,,,,,,,,
OS,NAG,PRO,OP,NO,23,TR,,,,,,,,,
OS,NAG,PRO,OP,PH,0,TR,,,,,,,,,
OS,NAG,PRO,SC,NO,7,TR,,,,,,,,,
OS,NAG,PRO,SC,PH,0,TR,,,,,,,,,
OS,NAG,PRO,ST,NO,3,TR,,,,,,,,,
OS,NAG,PRO,ST,PH,0,TR,,,,,,,,,
OS,NAG,PRO,BC,NO,11,TR,,,,,,,,,
OS,NAG,PRO,BC,PH,2,TR,,,,,,,,,
HS,NAL,BOT,OP,NO,12,UP,,,,,,,,,
HS,NAL,BOT,OP,PH,0,UP,,,,,,,,,
HS,NAL,BOT,SC,NO,3,UP,,,,,,,,,
HS,NAL,BOT,SC,PH,0,UP,,,,,,,,,
HS,NAL,BOT,ST,NO,2,UP,,,,,,,,,
HS,NAL,BOT,ST,PH,0,UP,,,,,,,,,
HS,NAL,BOT,BC,NO,6,UP,,,,,,,,,
HS,NAL,BOT,BC,PH,0,UP,,,,,,,,,
OS,NAL,BOT,OP,NO,10,UP,,,,,,,,,
OS,NAL,BOT,OP,PH,1,UP,,,,,,,,,
OS,NAL,BOT,SC,NO,4,UP,,,,,,,,,
OS,NAL,BOT,SC,PH,0,UP,,,,,,,,,
OS,NAL,BOT,ST,NO,2,UP,,,,,,,,,
OS,NAL,BOT,ST,PH,0,UP,,,,,,,,,
OS,NAL,BOT,BC,NO,6,UP,,,,,,,,,
OS,NAL,BOT,BC,PH,0,UP,,,,,,,,,
HS,NAL,CHE,OP,NO,12,UP,,,,,,,,,
HS,NAL,CHE,OP,PH,0,UP,,,,,,,,,
HS,NAL,CHE,SC,NO,3,UP,,,,,,,,,
HS,NAL,CHE,SC,PH,0,UP,,,,,,,,,
HS,NAL,CHE,ST,NO,2,UP,,,,,,,,,
HS,NAL,CHE,ST,PH,0,UP,,,,,,,,,
HS,NAL,CHE,BC,NO,6,UP,,,,,,,,,
HS,NAL,CHE,BC,PH,0,UP,,,,,,,,,
OS,NAL,CHE,OP,NO,11,UP,,,,,,,,,
OS,NAL,CHE,OP,PH,1,UP,,,,,,,,,
OS,NAL,CHE,SC,NO,4,UP,,,,,,,,,
OS,NAL,CHE,SC,PH,0,UP,,,,,,,,,
OS,NAL,CHE,ST,NO,1,UP,,,,,,,,,
OS,NAL,CHE,ST,PH,0,UP,,,,,,,,,
OS,NAL,CHE,BC,NO,6,UP,,,,,,,,,
OS,NAL,CHE,BC,PH,0,UP,,,,,,,,,
HS,NAL,CIV,OP,NO,22,UP,,,,,,,,,
HS,NAL,CIV,OP,PH,1,UP,,,,,,,,,
HS,NAL,CIV,SC,NO,6,UP,,,,,,,,,
HS,NAL,CIV,SC,PH,1,UP,,,,,,,,,
HS,NAL,CIV,ST,NO,4,UP,,,,,,,,,
HS,NAL,CIV,ST,PH,0,UP,,,,,,,,,
HS,NAL,CIV,BC,NO,12,UP,,,,,,,,,
HS,NAL,CIV,BC,PH,0,UP,,,,,,,,,
OS,NAL,CIV,OP,NO,23,UP,,,,,,,,,
OS,NAL,CIV,OP,PH,0,UP,,,,,,,,,
OS,NAL,CIV,SC,NO,7,UP,,,,,,,,,
OS,NAL,CIV,SC,PH,0,UP,,,,,,,,,
OS,NAL,CIV,ST,NO,3,UP,,,,,,,,,
OS,NAL,CIV,ST,PH,0,UP,,,,,,,,,
OS,NAL,CIV,BC,NO,12,UP,,,,,,,,,
OS,NAL,CIV,BC,PH,1,UP,,,,,,,,,
HS,NAL,CSE,OP,NO,38,UP,,,,,,,,,
HS,NAL,CSE,OP,PH,1,UP,,,,,,,,,
HS,NAL,CSE,SC,NO,11,UP,,,,,,,,,
HS,NAL,CSE,SC,PH,1,UP,,,,,,,,,
HS,NAL,CSE,ST,NO,4,UP,,,,,,,,,
HS,NAL,CSE,ST,PH,1,UP,,,,,,,,,
HS,NAL,CSE,BC,NO,20,UP,,,,,,,,,
HS,NAL,CSE,BC,PH,1,UP,,,,,,,,,
OS,NAL,CSE,OP,NO,38,UP,,,,,,,,,
OS,NAL,CSE,OP,PH,1,UP,,,,,,,,,
OS,NAL,CSE,SC,NO,11,UP,,,,,,,,,
OS,NAL,CSE,SC,PH,0,UP,,,,,,,,,
OS,NAL,CSE,ST,NO,6,UP,,,,,,,,,
OS,NAL,CSE,ST,PH,0,UP,,,,,,,,,
OS,NAL,CSE,BC,NO,20,UP,,,,,,,,,
OS,NAL,CSE,BC,PH,1,UP,,,,,,,,,
HS,NAL,ECE,OP,NO,34,UP,,,,,,,,,
HS,NAL,ECE,OP,PH,1,UP,,,,,,,,,
HS,NAL,ECE,SC,NO,10,UP,,,,,,,,,
HS,NAL,ECE,SC,PH,0,UP,,,,,,,,,
HS,NAL,ECE,ST,NO,5,UP,,,,,,,,,
HS,NAL,ECE,ST,PH,0,UP,,,,,,,,,
HS,NAL,ECE,BC,NO,18,UP,,,,,,,,,
HS,NAL,ECE,BC,PH,1,UP,,,,,,,,,
OS,NAL,ECE,OP,NO,34,UP,,,,,,,,,
OS,NAL,ECE,OP,PH,1,UP,,,,,,,,,
OS,NAL,ECE,SC,NO,10,UP,,,,,,,,,
OS,NAL,ECE,SC,PH,1,UP,,,,,,,,,
OS,NAL,ECE,ST,NO,4,UP,,,,,,,,,
OS,NAL,ECE,ST,PH,1,UP,,,,,,,,,
OS,NAL,ECE,BC,NO,18,UP,,,,,,,,,
OS,NAL,ECE,BC,PH,0,UP,,,,,,,,,
HS,NAL,ELE,OP,NO,19,UP,,,,,,,,,
HS,NAL,ELE,OP,PH,1,UP,,,,,,,,,
HS,NAL,ELE,SC,NO,6,UP,,,,,,,,,
HS,NAL,ELE,SC,PH,0,UP,,,,,,,,,
HS,NAL,ELE,ST,NO,3,UP,,,,,,,,,
HS,NAL,ELE,ST,PH,0,UP,,,,,,,,,
HS,NAL,ELE,BC,NO,9,UP,,,,,,,,,
HS,NAL,ELE,BC,PH,1,UP,,,,,,,,,
OS,NAL,ELE,OP,NO,19,UP,,,,,,,,,
OS,NAL,ELE,OP,PH,0,UP,,,,,,,,,
OS,NAL,ELE,SC,NO,6,UP,,,,,,,,,
OS,NAL,ELE,SC,PH,0,UP,,,,,,,,,
OS,NAL,ELE,ST,NO,3,UP,,,,,,,,,
OS,NAL,ELE,ST,PH,0,UP,,,,,,,,,
OS,NAL,ELE,BC,NO,9,UP,,,,,,,,,
OS,NAL,ELE,BC,PH,1,UP,,,,,,,,,
HS,NAL,ITY,OP,NO,23,UP,,,,,,,,,
HS,NAL,ITY,OP,PH,0,UP,,,,,,,,,
HS,NAL,ITY,SC,NO,7,UP,,,,,,,,,
HS,NAL,ITY,SC,PH,0,UP,,,,,,,,,
HS,NAL,ITY,ST,NO,4,UP,,,,,,,,,
HS,NAL,ITY,ST,PH,0,UP,,,,,,,,,
HS,NAL,ITY,BC,NO,11,UP,,,,,,,,,
HS,NAL,ITY,BC,PH,1,UP,,,,,,,,,
OS,NAL,ITY,OP,NO,22,UP,,,,,,,,,
OS,NAL,ITY,OP,PH,1,UP,,,,,,,,,
OS,NAL,ITY,SC,NO,5,UP,,,,,,,,,
OS,NAL,ITY,SC,PH,1,UP,,,,,,,,,
OS,NAL,ITY,ST,NO,4,UP,,,,,,,,,
OS,NAL,ITY,ST,PH,0,UP,,,,,,,,,
OS,NAL,ITY,BC,NO,13,UP,,,,,,,,,
OS,NAL,ITY,BC,PH,0,UP,,,,,,,,,
HS,NAL,MEC,OP,NO,30,UP,,,,,,,,,
HS,NAL,MEC,OP,PH,1,UP,,,,,,,,,
HS,NAL,MEC,SC,NO,9,UP,,,,,,,,,
HS,NAL,MEC,SC,PH,0,UP,,,,,,,,,
HS,NAL,MEC,ST,NO,4,UP,,,,,,,,,
HS,NAL,MEC,ST,PH,0,UP,,,,,,,,,
HS,NAL,MEC,BC,NO,16,UP,,,,,,,,,
HS,NAL,MEC,BC,PH,1,UP,,,,,,,,,
OS,NAL,MEC,OP,NO,30,UP,,,,,,,,,
OS,NAL,MEC,OP,PH,1,UP,,,,,,,,,
OS,NAL,MEC,SC,NO,9,UP,,,,,,,,,
OS,NAL,MEC,SC,PH,0,UP,,,,,,,,,
OS,NAL,MEC,ST,NO,5,UP,,,,,,,,,
OS,NAL,MEC,ST,PH,0,UP,,,,,,,,,
OS,NAL,MEC,BC,NO,17,UP,,,,,,,,,
OS,NAL,MEC,BC,PH,0,UP,,,,,,,,,
HS,NAL,PIE,OP,NO,11,UP,,,,,,,,,
HS,NAL,PIE,OP,PH,1,UP,,,,,,,,,
HS,NAL,PIE,SC,NO,4,UP,,,,,,,,,
HS,NAL,PIE,SC,PH,0,UP,,,,,,,,,
HS,NAL,PIE,ST,NO,1,UP,,,,,,,,,
HS,NAL,PIE,ST,PH,0,UP,,,,,,,,,
HS,NAL,PIE,BC,NO,6,UP,,,,,,,,,
HS,NAL,PIE,BC,PH,0,UP,,,,,,,,,
OS,NAL,PIE,OP,NO,12,UP,,,,,,,,,
OS,NAL,PIE,OP,PH,0,UP,,,,,,,,,
OS,NAL,PIE,SC,NO,3,UP,,,,,,,,,
OS,NAL,PIE,SC,PH,0,UP,,,,,,,,,
OS,NAL,PIE,ST,NO,2,UP,,,,,,,,,
OS,NAL,PIE,ST,PH,0,UP,,,,,,,,,
OS,NAL,PIE,BC,NO,6,UP,,,,,,,,,
OS,NAL,PIE,BC,PH,0,UP,,,,,,,,,
HS,NAP,BOT,OP,NO,7,AR,,,,,,,,,
HS,NAP,BOT,OP,PH,1,AR,,,,,,,,,
HS,NAP,BOT,SC,NO,2,AR,,,,,,,,,
HS,NAP,BOT,SC,PH,0,AR,,,,,,,,,
HS,NAP,BOT,ST,NO,1,AR,,,,,,,,,
HS,NAP,BOT,ST,PH,1,AR,,,,,,,,,
HS,NAP,BOT,BC,NO,2,AR,,,,,,,,,
HS,NAP,BOT,BC,PH,1,AR,,,,,,,,,
OS,NAP,BOT,OP,NO,7,AR,,,,,,,,,
OS,NAP,BOT,OP,PH,1,AR,,,,,,,,,
OS,NAP,BOT,SC,NO,2,AR,,,,,,,,,
OS,NAP,BOT,SC,PH,0,AR,,,,,,,,,
OS,NAP,BOT,ST,NO,1,AR,,,,,,,,,
OS,NAP,BOT,ST,PH,1,AR,,,,,,,,,
OS,NAP,BOT,BC,NO,2,AR,,,,,,,,,
OS,NAP,BOT,BC,PH,1,AR,,,,,,,,,
HS,NAP,CIV,OP,NO,7,AR,,,,,,,,,
HS,NAP,CIV,OP,PH,1,AR,,,,,,,,,
HS,NAP,CIV,SC,NO,2,AR,,,,,,,,,
HS,NAP,CIV,SC,PH,0,AR,,,,,,,,,
HS,NAP,CIV,ST,NO,1,AR,,,,,,,,,
HS,NAP,CIV,ST,PH,1,AR,,,,,,,,,
HS,NAP,CIV,BC,NO,2,AR,,,,,,,,,
HS,NAP,CIV,BC,PH,1,AR,,,,,,,,,
OS,NAP,CIV,OP,NO,7,AR,,,,,,,,,
OS,NAP,CIV,OP,PH,1,AR,,,,,,,,,
OS,NAP,CIV,SC,NO,2,AR,,,,,,,,,
OS,NAP,CIV,SC,PH,1,AR,,,,,,,,,
OS,NAP,CIV,ST,NO,1,AR,,,,,,,,,
OS,NAP,CIV,ST,PH,0,AR,,,,,,,,,
OS,NAP,CIV,BC,NO,2,AR,,,,,,,,,
OS,NAP,CIV,BC,PH,1,AR,,,,,,,,,
HS,NAP,CSE,OP,NO,7,AR,,,,,,,,,
HS,NAP,CSE,OP,PH,1,AR,,,,,,,,,
HS,NAP,CSE,SC,NO,2,AR,,,,,,,,,
HS,NAP,CSE,SC,PH,0,AR,,,,,,,,,
HS,NAP,CSE,ST,NO,1,AR,,,,,,,,,
HS,NAP,CSE,ST,PH,1,AR,,,,,,,,,
HS,NAP,CSE,BC,NO,2,AR,,,,,,,,,
HS,NAP,CSE,BC,PH,1,AR,,,,,,,,,
OS,NAP,CSE,OP,NO,7,AR,,,,,,,,,
OS,NAP,CSE,OP,PH,1,AR,,,,,,,,,
OS,NAP,CSE,SC,NO,2,AR,,,,,,,,,
OS,NAP,CSE,SC,PH,1,AR,,,,,,,,,
OS,NAP,CSE,ST,NO,1,AR,,,,,,,,,
OS,NAP,CSE,ST,PH,0,AR,,,,,,,,,
OS,NAP,CSE,BC,NO,2,AR,,,,,,,,,
OS,NAP,CSE,BC,PH,1,AR,,,,,,,,,
HS,NAP,ECE,OP,NO,7,AR,,,,,,,,,
HS,NAP,ECE,OP,PH,1,AR,,,,,,,,,
HS,NAP,ECE,SC,NO,2,AR,,,,,,,,,
HS,NAP,ECE,SC,PH,0,AR,,,,,,,,,
HS,NAP,ECE,ST,NO,1,AR,,,,,,,,,
HS,NAP,ECE,ST,PH,1,AR,,,,,,,,,
HS,NAP,ECE,BC,NO,2,AR,,,,,,,,,
HS,NAP,ECE,BC,PH,1,AR,,,,,,,,,
OS,NAP,ECE,OP,NO,7,AR,,,,,,,,,
OS,NAP,ECE,OP,PH,1,AR,,,,,,,,,
OS,NAP,ECE,SC,NO,2,AR,,,,,,,,,
OS,NAP,ECE,SC,PH,1,AR,,,,,,,,,
OS,NAP,ECE,ST,NO,1,AR,,,,,,,,,
OS,NAP,ECE,ST,PH,0,AR,,,,,,,,,
OS,NAP,ECE,BC,NO,2,AR,,,,,,,,,
OS,NAP,ECE,BC,PH,1,AR,,,,,,,,,
HS,NAP,ELE,OP,NO,7,AR,,,,,,,,,
HS,NAP,ELE,OP,PH,1,AR,,,,,,,,,
HS,NAP,ELE,SC,NO,2,AR,,,,,,,,,
HS,NAP,ELE,SC,PH,0,AR,,,,,,,,,
HS,NAP,ELE,ST,NO,1,AR,,,,,,,,,
HS,NAP,ELE,ST,PH,1,AR,,,,,,,,,
HS,NAP,ELE,BC,NO,2,AR,,,,,,,,,
HS,NAP,ELE,BC,PH,1,AR,,,,,,,,,
OS,NAP,ELE,OP,NO,7,AR,,,,,,,,,
OS,NAP,ELE,OP,PH,1,AR,,,,,,,,,
OS,NAP,ELE,SC,NO,2,AR,,,,,,,,,
OS,NAP,ELE,SC,PH,0,AR,,,,,,,,,
OS,NAP,ELE,ST,NO,1,AR,,,,,,,,,
OS,NAP,ELE,ST,PH,1,AR,,,,,,,,,
OS,NAP,ELE,BC,NO,2,AR,,,,,,,,,
OS,NAP,ELE,BC,PH,1,AR,,,,,,,,,
HS,NAP,MEC,OP,NO,7,AR,,,,,,,,,
HS,NAP,MEC,OP,PH,1,AR,,,,,,,,,
HS,NAP,MEC,SC,NO,2,AR,,,,,,,,,
HS,NAP,MEC,SC,PH,0,AR,,,,,,,,,
HS,NAP,MEC,ST,NO,1,AR,,,,,,,,,
HS,NAP,MEC,ST,PH,1,AR,,,,,,,,,
HS,NAP,MEC,BC,NO,2,AR,,,,,,,,,
HS,NAP,MEC,BC,PH,1,AR,,,,,,,,,
OS,NAP,MEC,OP,NO,7,AR,,,,,,,,,
OS,NAP,MEC,OP,PH,1,AR,,,,,,,,,
OS,NAP,MEC,SC,NO,2,AR,,,,,,,,,
OS,NAP,MEC,SC,PH,1,AR,,,,,,,,,
OS,NAP,MEC,ST,NO,1,AR,,,,,,,,,
OS,NAP,MEC,ST,PH,0,AR,,,,,,,,,
OS,NAP,MEC,BC,NO,2,AR,,,,,,,,,
OS,NAP,MEC,BC,PH,1,AR,,,,,,,,,
HS,NBH,ARC,OP,NO,19,MP,,,,,,,,,
HS,NBH,ARC,OP,PH,1,MP,,,,,,,,,
HS,NBH,ARC,SC,NO,6,MP,,,,,,,,,
HS,NBH,ARC,SC,PH,0,MP,,,,,,,,,
HS,NBH,ARC,ST,NO,3,MP,,,,,,,,,
HS,NBH,ARC,ST,PH,0,MP,,,,,,,,,
HS,NBH,ARC,BC,NO,11,MP,,,,,,,,,
HS,NBH,ARC,BC,PH,0,MP,,,,,,,,,
OS,NBH,ARC,OP,NO,19,MP,,,,,,,,,
OS,NBH,ARC,OP,PH,1,MP,,,,,,,,,
OS,NBH,ARC,SC,NO,6,MP,,,,,,,,,
OS,NBH,ARC,SC,PH,0,MP,,,,,,,,,
OS,NBH,ARC,ST,NO,3,MP,,,,,,,,,
OS,NBH,ARC,ST,PH,0,MP,,,,,,,,,
OS,NBH,ARC,BC,NO,11,MP,,,,,,,,,
OS,NBH,ARC,BC,PH,0,MP,,,,,,,,,
HS,NBH,CHE,OP,NO,15,MP,,,,,,,,,
HS,NBH,CHE,OP,PH,1,MP,,,,,,,,,
HS,NBH,CHE,SC,NO,4,MP,,,,,,,,,
HS,NBH,CHE,SC,PH,0,MP,,,,,,,,,
HS,NBH,CHE,ST,NO,2,MP,,,,,,,,,
HS,NBH,CHE,ST,PH,0,MP,,,,,,,,,
HS,NBH,CHE,BC,NO,8,MP,,,,,,,,,
HS,NBH,CHE,BC,PH,1,MP,,,,,,,,,
OS,NBH,CHE,OP,NO,15,MP,,,,,,,,,
OS,NBH,CHE,OP,PH,1,MP,,,,,,,,,
OS,NBH,CHE,SC,NO,4,MP,,,,,,,,,
OS,NBH,CHE,SC,PH,0,MP,,,,,,,,,
OS,NBH,CHE,ST,NO,2,MP,,,,,,,,,
OS,NBH,CHE,ST,PH,0,MP,,,,,,,,,
OS,NBH,CHE,BC,NO,8,MP,,,,,,,,,
OS,NBH,CHE,BC,PH,1,MP,,,,,,,,,
HS,NBH,CIV,OP,NO,22,MP,,,,,,,,,
HS,NBH,CIV,OP,PH,1,MP,,,,,,,,,
HS,NBH,CIV,SC,NO,7,MP,,,,,,,,,
HS,NBH,CIV,SC,PH,0,MP,,,,,,,,,
HS,NBH,CIV,ST,NO,4,MP,,,,,,,,,
HS,NBH,CIV,ST,PH,0,MP,,,,,,,,,
HS,NBH,CIV,BC,NO,12,MP,,,,,,,,,
HS,NBH,CIV,BC,PH,0,MP,,,,,,,,,
AI,ISO,ECE,ST,NO,2,,,,,,,,,,
AI,ISO,ECE,ST,PH,0,,,,,,,,,,
AI,ISO,ECE,BC,NO,8,,,,,,,,,,
AI,ISO,ECE,BC,PH,0,,,,,,,,,,
OS,NBH,CIV,OP,NO,22,MP,,,,,,,,,
OS,NBH,CIV,OP,PH,1,MP,,,,,,,,,
OS,NBH,CIV,SC,NO,7,MP,,,,,,,,,
OS,NBH,CIV,SC,PH,0,MP,,,,,,,,,
OS,NBH,CIV,ST,NO,4,MP,,,,,,,,,
OS,NBH,CIV,ST,PH,0,MP,,,,,,,,,
OS,NBH,CIV,BC,NO,12,MP,,,,,,,,,
OS,NBH,CIV,BC,PH,0,MP,,,,,,,,,
HS,NBH,CSE,OP,NO,45,MP,,,,,,,,,
HS,NBH,CSE,OP,PH,1,MP,,,,,,,,,
HS,NBH,CSE,SC,NO,13,MP,,,,,,,,,
HS,NBH,CSE,SC,PH,1,MP,,,,,,,,,
HS,NBH,CSE,ST,NO,6,MP,,,,,,,,,
HS,NBH,CSE,ST,PH,1,MP,,,,,,,,,
HS,NBH,CSE,BC,NO,23,MP,,,,,,,,,
HS,NBH,CSE,BC,PH,2,MP,,,,,,,,,
OS,NBH,CSE,OP,NO,45,MP,,,,,,,,,
OS,NBH,CSE,OP,PH,1,MP,,,,,,,,,
OS,NBH,CSE,SC,NO,13,MP,,,,,,,,,
OS,NBH,CSE,SC,PH,1,MP,,,,,,,,,
OS,NBH,CSE,ST,NO,6,MP,,,,,,,,,
OS,NBH,CSE,ST,PH,1,MP,,,,,,,,,
OS,NBH,CSE,BC,NO,23,MP,,,,,,,,,
OS,NBH,CSE,BC,PH,2,MP,,,,,,,,,
HS,NBH,ECE,OP,NO,35,MP,,,,,,,,,
HS,NBH,ECE,OP,PH,1,MP,,,,,,,,,
HS,NBH,ECE,SC,NO,10,MP,,,,,,,,,
HS,NBH,ECE,SC,PH,0,MP,,,,,,,,,
HS,NBH,ECE,ST,NO,5,MP,,,,,,,,,
HS,NBH,ECE,ST,PH,0,MP,,,,,,,,,
HS,NBH,ECE,BC,NO,19,MP,,,,,,,,,
HS,NBH,ECE,BC,PH,0,MP,,,,,,,,,
OS,NBH,ECE,OP,NO,35,MP,,,,,,,,,
